seed,seed_index,scenario,max_delay,policy,block,selected_num_agents,selected_eta,block_spent,probe_cost,observable_state_proxy,decision_state_proxy,true_error_magnitude,estimated_rho_global,estimated_rho_cluster,estimated_rho_idiosyncratic,true_rho_global,true_rho_cluster,num_agents,eta,proxy_risk,lrv_used,predicted_exploitation_updates
20260730,0,independent,4,state_oracle,4,32,0.0025,1980,0,,,0.0017028431067546946,0.0,0.0,1.0,0.0,0.0,32.0,0.0025,1.6404894145456658e-05,0.04687499999999999,55.0
20260730,0,independent,4,state_oracle,5,32,0.0025,1980,0,,,0.00610807552451115,0.0,0.0,1.0,0.0,0.0,32.0,0.0025,4.247429639633092e-05,0.04687499999999999,55.0
20260730,0,independent,4,state_oracle,6,32,0.0025,1980,0,,,0.006433061913911852,0.0,0.0,1.0,0.0,0.0,32.0,0.0025,4.56061868507173e-05,0.04687499999999999,55.0
20260730,0,independent,4,state_oracle,7,32,0.0025,1980,0,,,0.00618466987686203,0.0,0.0,1.0,0.0,0.0,32.0,0.0025,4.320177097787878e-05,0.04687499999999999,55.0
20260730,0,independent,4,fixed_q1_oracle_eta,0,1,0.005946035575013605,2000,0,,,0.3,0.0,0.0,1.0,0.0,0.0,1.0,0.005946035575013605,0.0051973829943886335,1.4999999999999998,400.0
20260730,0,independent,4,fixed_q1_oracle_eta,1,1,0.0025,2000,0,,,0.09683785302740698,0.0,0.0,1.0,0.0,0.0,1.0,0.0025,0.0028898528309559577,1.4999999999999998,400.0
20260730,0,independent,4,fixed_q1_oracle_eta,2,1,0.0025,2000,0,,,0.018185459856399057,0.0,0.0,1.0,0.0,0.0,1.0,0.0025,0.0016685558023404987,1.4999999999999998,400.0
20260730,0,independent,4,fixed_q1_oracle_eta,3,1,0.0025,2000,0,,,0.024082914122827332,0.0,0.0,1.0,0.0,0.0,1.0,0.0025,0.001702207239000538,1.4999999999999998,400.0
20260730,0,independent,4,fixed_q1_oracle_eta,4,1,0.0025,2000,0,,,0.026431030610440675,0.0,0.0,1.0,0.0,0.0,1.0,0.0025,0.001718219564496188,1.4999999999999998,400.0
20260730,0,independent,4,fixed_q1_oracle_eta,5,1,0.0025,2000,0,,,0.011991616819335492,0.0,0.0,1.0,0.0,0.0,1.0,0.0025,0.0016433232694079841,1.4999999999999998,400.0
20260730,0,independent,4,fixed_q1_oracle_eta,6,1,0.0025,2000,0,,,0.04195878074671293,0.0,0.0,1.0,0.0,0.0,1.0,0.0025,0.001861578057447857,1.4999999999999998,400.0
20260730,0,independent,4,fixed_q1_oracle_eta,7,1,0.0025,2000,0,,,0.006237942828909032,0.0,0.0,1.0,0.0,0.0,1.0,0.0025,0.0016291638672882656,1.4999999999999998,400.0
20260730,0,independent,4,fixed_q4_oracle_eta,0,4,0.011387886347566916,2000,0,,,0.3,0.0,0.0,1.0,0.0,0.0,4.0,0.011387886347566916,0.0024336881712942863,0.37499999999999994,250.0
20260730,0,independent,4,fixed_q4_oracle_eta,1,4,0.0031046445301837096,2000,0,,,0.040980000452198836,0.0,0.0,1.0,0.0,0.0,4.0,0.0031046445301837096,0.0008146210176747512,0.37499999999999994,250.0
20260730,0,independent,4,fixed_q4_oracle_eta,2,4,0.0025,2000,0,,,0.03638898194932054,0.0,0.0,1.0,0.0,0.0,4.0,0.0025,0.0007138640724945632,0.37499999999999994,250.0
20260730,0,independent,4,fixed_q4_oracle_eta,3,4,0.0025,2000,0,,,0.018259506806738414,0.0,0.0,1.0,0.0,0.0,4.0,0.0025,0.0004304538133789428,0.37499999999999994,250.0
20260730,0,independent,4,fixed_q4_oracle_eta,4,4,0.0025,2000,0,,,0.005673274974516872,0.0,0.0,1.0,0.0,0.0,4.0,0.0025,0.0003442867906524588,0.37499999999999994,250.0
20260730,0,independent,4,fixed_q4_oracle_eta,5,4,0.0025,2000,0,,,0.019156819965831195,0.0,0.0,1.0,0.0,0.0,4.0,0.0025,0.0004400579286938028,0.37499999999999994,250.0
20260730,0,independent,4,fixed_q4_oracle_eta,6,4,0.0025,2000,0,,,0.03961195913188178,0.0,0.0,1.0,0.0,0.0,4.0,0.0025,0.0007839334695208706,0.37499999999999994,250.0
20260730,0,independent,4,fixed_q4_oracle_eta,7,4,0.0025,2000,0,,,0.016633145819135792,0.0,0.0,1.0,0.0,0.0,4.0,0.0025,0.00041422065169326595,0.37499999999999994,250.0
20260730,0,independent,4,fixed_q8_oracle_eta,0,8,0.017562521603732995,1992,0,,,0.3,0.0,0.0,1.0,0.0,0.0,8.0,0.017562521603732995,0.0019073283269928304,0.18749999999999997,166.0
20260730,0,independent,4,fixed_q8_oracle_eta,1,8,0.005946035575013605,1992,0,,,0.045219343898644924,0.0,0.0,1.0,0.0,0.0,8.0,0.005946035575013605,0.0007642354809886156,0.18749999999999997,166.0
20260730,0,independent,4,fixed_q8_oracle_eta,2,8,0.0025,1992,0,,,0.015873300591313488,0.0,0.0,1.0,0.0,0.0,8.0,0.0025,0.000242201249828086,0.18749999999999997,166.0
20260730,0,independent,4,fixed_q8_oracle_eta,3,8,0.0031046445301837096,1992,0,,,0.026502158660260317,0.0,0.0,1.0,0.0,0.0,8.0,0.0031046445301837096,0.00043784617518407193,0.18749999999999997,166.0
20260730,0,independent,4,fixed_q8_oracle_eta,4,8,0.0025,1992,0,,,0.002524335983101071,0.0,0.0,1.0,0.0,0.0,8.0,0.0025,0.00013522340008254117,0.18749999999999997,166.0
20260730,0,independent,4,fixed_q8_oracle_eta,5,8,0.0025,1992,0,,,0.004889351456616449,0.0,0.0,1.0,0.0,0.0,8.0,0.0025,0.00014286092263950706,0.18749999999999997,166.0
20260730,0,independent,4,fixed_q8_oracle_eta,6,8,0.0025,1992,0,,,0.0062728574341717825,0.0,0.0,1.0,0.0,0.0,8.0,0.0025,0.00014958782978084404,0.18749999999999997,166.0
20260730,0,independent,4,fixed_q8_oracle_eta,7,8,0.0025,1992,0,,,0.003731137326516236,0.0,0.0,1.0,0.0,0.0,8.0,0.0025,0.00013851176652411405,0.18749999999999997,166.0
20260730,0,independent,4,fixed_q32_oracle_eta,0,32,0.05187358218604038,1980,0,,,0.3,0.0,0.0,1.0,0.0,0.0,32.0,0.05187358218604038,0.0014912385713762,0.04687499999999999,55.0
20260730,0,independent,4,fixed_q32_oracle_eta,1,32,0.007384130729697496,1980,0,,,0.02162385545000253,0.0,0.0,1.0,0.0,0.0,32.0,0.007384130729697496,0.0003011626115399829,0.04687499999999999,55.0
20260730,0,independent,4,fixed_q32_oracle_eta,2,32,0.0025,1980,0,,,0.0045747910946676755,0.0,0.0,1.0,0.0,0.0,32.0,0.0025,3.0179909196171187e-05,0.04687499999999999,55.0
20260730,0,independent,4,fixed_q32_oracle_eta,3,32,0.0025,1980,0,,,0.0004436564141419371,0.0,0.0,1.0,0.0,0.0,32.0,0.0025,1.43569093413777e-05,0.04687499999999999,55.0
20260730,0,independent,4,fixed_q32_oracle_eta,4,32,0.0025,1980,0,,,0.0017028431067546946,0.0,0.0,1.0,0.0,0.0,32.0,0.0025,1.6404894145456658e-05,0.04687499999999999,55.0
20260730,0,independent,4,fixed_q32_oracle_eta,5,32,0.0025,1980,0,,,0.00610807552451115,0.0,0.0,1.0,0.0,0.0,32.0,0.0025,4.247429639633092e-05,0.04687499999999999,55.0
20260730,0,independent,4,fixed_q32_oracle_eta,6,32,0.0025,1980,0,,,0.006433061913911852,0.0,0.0,1.0,0.0,0.0,32.0,0.0025,4.56061868507173e-05,0.04687499999999999,55.0
20260730,0,independent,4,fixed_q32_oracle_eta,7,32,0.0025,1980,0,,,0.00618466987686203,0.0,0.0,1.0,0.0,0.0,32.0,0.0025,4.320177097787878e-05,0.04687499999999999,55.0
20260730,0,global_08,4,state_correlation_adaptive,0,2,0.007384130729697496,1998,96,0.5424560352877108,0.5424560352877108,0.21320703435396623,0.07686386398299115,0.09901783644768972,0.8241182995693191,0.8,0.0,2.0,0.007384130729697496,0.013654926563026821,2.9890046668607475,317.0
20260730,0,global_08,4,state_correlation_adaptive,1,1,0.005946035575013605,1996,96,0.8440258389217329,0.8440258389217329,0.17786143285778167,0.6912189519696672,0.0,0.30878104803033285,0.8,0.0,1.0,0.005946035575013605,0.05991987103752211,17.715996613208382,380.0
20260730,0,global_08,4,state_correlation_adaptive,2,1,0.0038555270635198514,1996,96,0.5191308681821376,0.5191308681821376,0.007747087893948705,0.6686547785905348,0.0,0.3313452214094652,0.8,0.0,1.0,0.0038555270635198514,0.04573977917447521,17.186641105733937,380.0
20260730,0,global_08,4,state_correlation_adaptive,3,1,0.005946035575013605,1996,96,1.0,1.0,0.6437631449228592,0.7615239939711554,0.0,0.23847600602884458,0.8,0.0,1.0,0.005946035575013605,0.06787824378009352,19.36535289856329,380.0
20260730,0,global_08,4,state_correlation_adaptive,4,1,0.005946035575013605,1996,96,1.0,1.0,0.17196485445710452,0.841812716397045,0.0,0.15818728360295503,0.8,0.0,1.0,0.005946035575013605,0.07343443833878123,21.248926326674663,380.0
20260730,0,global_08,4,state_correlation_adaptive,5,1,0.0025,1996,96,0.29570163423321716,0.29570163423321716,0.5907307270507514,0.837373295270162,0.012540402283263025,0.15008630244657503,0.8,0.0,1.0,0.0025,0.035597029046044115,21.177309400627816,380.0
20260730,0,global_08,4,state_correlation_adaptive,6,1,0.0031046445301837096,1996,96,0.3711332276248909,0.3711332276248909,0.06802788852485452,0.831478323284738,0.006606095621285497,0.16191558109397636,0.8,0.0,1.0,0.0031046445301837096,0.042573672359128505,21.02361877731749,380.0
20260730,0,global_08,4,state_correlation_adaptive,7,1,0.005946035575013605,1996,96,1.0,1.0,0.07582444677779354,0.8472618414132149,0.0,0.152738158586785,0.8,0.0,1.0,0.005946035575013605,0.07381153237950902,21.376762799554005,380.0
20260730,0,global_08,4,correlation_only_adaptive,0,1,0.0047880164034928676,1996,96,0.5424560352877108,0.3,0.21320703435396623,0.07686386398299115,0.09901783644768972,0.8241182995693191,0.8,0.0,1.0,0.0047880164034928676,0.01066551935538273,3.5600950197590193,380.0
20260730,0,global_08,4,correlation_only_adaptive,1,1,0.0025,1996,96,0.37163621918671563,0.3,0.3861621195152638,0.6928774643479454,0.0,0.30712253565205455,0.8,0.0,1.0,0.0025,0.03233487053919264,17.754905313602787,380.0
20260730,0,global_08,4,correlation_only_adaptive,2,1,0.0025,1996,96,0.27952461123596295,0.3,0.1796310485971602,0.6553951500987714,0.006477262112103223,0.3381275877891254,0.8,0.0,1.0,0.0025,0.031416433974108766,16.892373318779644,380.0
20260730,0,global_08,4,correlation_only_adaptive,3,1,0.0025,1996,96,0.5717909019037719,0.3,0.13290111995412646,0.6962296037201955,0.012945535784476351,0.29082486049532796,0.8,0.0,1.0,0.0025,0.032454368351811695,17.867129380690002,380.0
20260730,0,global_08,4,correlation_only_adaptive,4,1,0.0025,1996,96,0.28561672710704084,0.3,0.22041649761114931,0.6433156985238986,0.020820433787308433,0.33586386768879295,0.8,0.0,1.0,0.0025,0.031154302888172433,16.646197962687225,380.0
20260730,0,global_08,4,correlation_only_adaptive,5,1,0.0025,1996,96,0.3170698731959172,0.3,0.08874180025161045,0.6303018251176147,0.009973154361346822,0.35972502052103855,0.8,0.0,1.0,0.0025,0.030799245692323396,16.312752841864956,380.0
20260730,0,global_08,4,correlation_only_adaptive,6,1,0.0025,1996,96,1.0,0.3,0.23084914346916327,0.7619496241305788,0.0,0.23805037586942132,0.8,0.0,1.0,0.0025,0.03406033093559199,19.375338182103363,380.0
20260730,0,global_08,4,correlation_only_adaptive,7,1,0.0025,1996,96,0.33819739950210254,0.3,0.13412870739770308,0.7345935665716665,0.0,0.2654064334283334,0.8,0.0,1.0,0.0025,0.03337696162923085,18.733565071771284,380.0
20260730,0,global_08,4,state_oracle,0,1,0.0025,2000,0,,,0.3,0.8,0.0,0.19999999999999996,0.8,0.0,1.0,0.0025,0.03409199618896057,20.267999999999986,400.0
20260730,0,global_08,4,state_oracle,1,1,0.0025,2000,0,,,0.2547220184716371,0.8,0.0,0.19999999999999996,0.8,0.0,1.0,0.0025,0.03070132286427093,20.267999999999986,400.0
20260730,0,global_08,4,state_oracle,2,32,0.0025,1980,0,,,0.08968241131721759,0.8,0.0,0.19999999999999996,0.8,0.0,32.0,0.0025,0.015560068669282303,31.209374999999973,55.0
20260730,0,global_08,4,state_oracle,3,32,0.0025,1980,0,,,0.0019464246356147392,0.8,0.0,0.19999999999999996,0.8,0.0,32.0,0.0025,0.009462003525598759,31.209374999999973,55.0
20260730,0,global_08,4,state_oracle,4,1,0.0025,2000,0,,,0.16639532576498392,0.8,0.0,0.19999999999999996,0.8,0.0,1.0,0.0025,0.025679994935542752,20.267999999999986,400.0
20260730,0,global_08,4,state_oracle,5,1,0.0025,2000,0,,,0.3470628785469648,0.8,0.0,0.19999999999999996,0.8,0.0,1.0,0.0025,0.0382030054887917,20.267999999999986,400.0
20260730,0,global_08,4,state_oracle,6,1,0.0025,2000,0,,,0.18986377693503984,0.8,0.0,0.19999999999999996,0.8,0.0,1.0,0.0025,0.0268086828777298,20.267999999999986,400.0
20260730,0,global_08,4,state_oracle,7,32,0.0025,1980,0,,,0.011258718168323256,0.8,0.0,0.19999999999999996,0.8,0.0,32.0,0.0025,0.009555202389951159,31.209374999999973,55.0
20260730,0,global_08,4,fixed_q1_oracle_eta,0,1,0.0025,2000,0,,,0.3,0.8,0.0,0.19999999999999996,0.8,0.0,1.0,0.0025,0.03409199618896057,20.267999999999986,400.0
20260730,0,global_08,4,fixed_q1_oracle_eta,1,1,0.0025,2000,0,,,0.2547220184716371,0.8,0.0,0.19999999999999996,0.8,0.0,1.0,0.0025,0.03070132286427093,20.267999999999986,400.0
20260730,0,global_08,4,fixed_q1_oracle_eta,2,1,0.0025,2000,0,,,0.08968241131721759,0.8,0.0,0.19999999999999996,0.8,0.0,1.0,0.0025,0.023028054330734838,20.267999999999986,400.0
20260730,0,global_08,4,fixed_q1_oracle_eta,3,1,0.0025,2000,0,,,0.25572027941506786,0.8,0.0,0.19999999999999996,0.8,0.0,1.0,0.0025,0.030770111108092607,20.267999999999986,400.0
20260730,0,global_08,4,fixed_q1_oracle_eta,4,1,0.0025,2000,0,,,0.2627794572300711,0.8,0.0,0.19999999999999996,0.8,0.0,1.0,0.0025,0.03126422395848209,20.267999999999986,400.0
20260730,0,global_08,4,fixed_q1_oracle_eta,5,1,0.0025,2000,0,,,0.01276037655281186,0.8,0.0,0.19999999999999996,0.8,0.0,1.0,0.0025,0.02196426497699342,20.267999999999986,400.0
20260730,0,global_08,4,fixed_q1_oracle_eta,6,1,0.0025,2000,0,,,0.012974871365495464,0.8,0.0,0.19999999999999996,0.8,0.0,1.0,0.0025,0.021965010169771072,20.267999999999986,400.0
20260730,0,global_08,4,fixed_q1_oracle_eta,7,1,0.0025,2000,0,,,0.005568963415907844,0.8,0.0,0.19999999999999996,0.8,0.0,1.0,0.0025,0.021946470527670684,20.267999999999986,400.0
20260730,0,global_08,4,fixed_q4_oracle_eta,0,4,0.0025,2000,0,,,0.3,0.8,0.0,0.19999999999999996,0.8,0.0,4.0,0.0025,0.050209554604357415,27.379058272632655,250.0
20260730,0,global_08,4,fixed_q4_oracle_eta,1,4,0.0025,2000,0,,,0.043465216964763465,0.8,0.0,0.19999999999999996,0.8,0.0,4.0,0.0025,0.025004873896859972,27.379058272632655,250.0
20260730,0,global_08,4,fixed_q4_oracle_eta,2,4,0.0025,2000,0,,,0.05619379611894202,0.8,0.0,0.19999999999999996,0.8,0.0,4.0,0.0025,0.025367741911924167,27.379058272632655,250.0
20260730,0,global_08,4,fixed_q4_oracle_eta,3,4,0.0025,2000,0,,,0.052860224610847446,0.8,0.0,0.19999999999999996,0.8,0.0,4.0,0.0025,0.025263749024398485,27.379058272632655,250.0
20260730,0,global_08,4,fixed_q4_oracle_eta,4,4,0.0025,2000,0,,,0.2118269667251421,0.8,0.0,0.19999999999999996,0.8,0.0,4.0,0.0025,0.03730000398737599,27.379058272632655,250.0
20260730,0,global_08,4,fixed_q4_oracle_eta,5,4,0.0025,2000,0,,,0.3250616323820824,0.8,0.0,0.19999999999999996,0.8,0.0,4.0,0.0025,0.05469065192886638,27.379058272632655,250.0
20260730,0,global_08,4,fixed_q4_oracle_eta,6,4,0.0025,2000,0,,,0.3297589430751447,0.8,0.0,0.19999999999999996,0.8,0.0,4.0,0.0025,0.05557053261156436,27.379058272632655,250.0
20260730,0,global_08,4,fixed_q4_oracle_eta,7,4,0.0025,2000,0,,,0.10131015688430198,0.8,0.0,0.19999999999999996,0.8,0.0,4.0,0.0025,0.027400462557960935,27.379058272632655,250.0
20260730,0,global_08,4,fixed_q8_oracle_eta,0,8,0.0025,1992,0,,,0.3,0.8,0.0,0.19999999999999996,0.8,0.0,8.0,0.0025,0.05959621012406069,28.868767429760652,166.0
20260730,0,global_08,4,fixed_q8_oracle_eta,1,8,0.0025,1992,0,,,0.0016872029595658812,0.8,0.0,0.19999999999999996,0.8,0.0,8.0,0.0025,0.020393777252220146,28.868767429760652,166.0
20260730,0,global_08,4,fixed_q8_oracle_eta,2,8,0.0025,1992,0,,,0.09722919111966617,0.8,0.0,0.19999999999999996,0.8,0.0,8.0,0.0025,0.024510454295970964,28.868767429760652,166.0
20260730,0,global_08,4,fixed_q8_oracle_eta,3,8,0.0025,1992,0,,,0.06162726835557786,0.8,0.0,0.19999999999999996,0.8,0.0,8.0,0.0025,0.0220468974965921,28.868767429760652,166.0
20260730,0,global_08,4,fixed_q8_oracle_eta,4,8,0.0025,1992,0,,,0.025036576996773738,0.8,0.0,0.19999999999999996,0.8,0.0,8.0,0.0025,0.020665582211498255,28.868767429760652,166.0
20260730,0,global_08,4,fixed_q8_oracle_eta,5,8,0.0025,1992,0,,,0.06693014312410608,0.8,0.0,0.19999999999999996,0.8,0.0,8.0,0.0025,0.02234385392927804,28.868767429760652,166.0
20260730,0,global_08,4,fixed_q8_oracle_eta,6,8,0.0025,1992,0,,,0.2040322127221804,0.8,0.0,0.19999999999999996,0.8,0.0,8.0,0.0025,0.03852604099626352,28.868767429760652,166.0
20260730,0,global_08,4,fixed_q8_oracle_eta,7,8,0.0025,1992,0,,,0.31277370874220495,0.8,0.0,0.19999999999999996,0.8,0.0,8.0,0.0025,0.06300579401137855,28.868767429760652,166.0
20260730,0,global_08,4,fixed_q32_oracle_eta,0,32,0.0025,1980,0,,,0.3,0.8,0.0,0.19999999999999996,0.8,0.0,32.0,0.0025,0.07773528292232576,31.209374999999973,55.0
20260730,0,global_08,4,fixed_q32_oracle_eta,1,32,0.0031046445301837096,1980,0,,,0.32501568326252733,0.8,0.0,0.19999999999999996,0.8,0.0,32.0,0.0031046445301837096,0.0890880040453411,31.209374999999973,55.0
20260730,0,global_08,4,fixed_q32_oracle_eta,2,32,0.0025,1980,0,,,0.1420770296203154,0.8,0.0,0.19999999999999996,0.8,0.0,32.0,0.0025,0.02476553743239862,31.209374999999973,55.0
20260730,0,global_08,4,fixed_q32_oracle_eta,3,32,0.0025,1980,0,,,0.03416438439576679,0.8,0.0,0.19999999999999996,0.8,0.0,32.0,0.0025,0.010344845604979785,31.209374999999973,55.0
20260730,0,global_08,4,fixed_q32_oracle_eta,4,32,0.0025,1980,0,,,0.058937156229362284,0.8,0.0,0.19999999999999996,0.8,0.0,32.0,0.0025,0.01209540599565234,31.209374999999973,55.0
20260730,0,global_08,4,fixed_q32_oracle_eta,5,32,0.0025,1980,0,,,0.0008150413115562444,0.8,0.0,0.19999999999999996,0.8,0.0,32.0,0.0025,0.00945958662782819,31.209374999999973,55.0
20260730,0,global_08,4,fixed_q32_oracle_eta,6,32,0.0025,1980,0,,,0.06927165829684208,0.8,0.0,0.19999999999999996,0.8,0.0,32.0,0.0025,0.013100883167354058,31.209374999999973,55.0
20260730,0,global_08,4,fixed_q32_oracle_eta,7,32,0.0025,1980,0,,,0.23698789151490468,0.8,0.0,0.19999999999999996,0.8,0.0,32.0,0.0025,0.05206971319151561,31.209374999999973,55.0
20260730,0,clustered_08,4,state_correlation_adaptive,0,4,0.011387886347566916,2000,96,0.49664167828973516,0.49664167828973516,0.22053733147364235,0.0,0.8895936532322473,0.11040634676775275,0.0,0.8,4.0,0.011387886347566916,0.007592637560422473,1.146052328998394,238.0
20260730,0,clustered_08,4,state_correlation_adaptive,1,4,0.007384130729697496,2000,96,0.20233600566933418,0.20233600566933418,0.012554686140189251,0.0,0.7871198583478536,0.21288014165214642,0.0,0.8,4.0,0.007384130729697496,0.0050050616202748565,1.057233509394824,238.0
20260730,0,clustered_08,4,state_correlation_adaptive,2,4,0.009170040432046712,2000,96,0.24986959525502545,0.24986959525502545,0.08923631174038682,0.0,0.724695790699396,0.27530420930060395,0.0,0.8,4.0,0.009170040432046712,0.005341024050076544,1.003127657165536,238.0
20260730,0,clustered_08,4,state_correlation_adaptive,3,4,0.009170040432046712,2000,96,0.28597611589118793,0.28597611589118793,0.1059365518802761,0.0,0.7879410288549268,0.21205897114507327,0.0,0.8,4.0,0.009170040432046712,0.005831482705315625,1.0579452561903224,238.0
20260730,0,clustered_08,4,state_correlation_adaptive,4,4,0.011387886347566916,2000,96,0.46629930616703996,0.46629930616703996,0.04549152341779462,0.0,0.7488405645796818,0.2511594354203181,0.0,0.8,4.0,0.011387886347566916,0.006771698961033738,1.024055059318071,238.0
20260730,0,clustered_08,4,state_correlation_adaptive,5,2,0.0031046445301837096,1998,96,0.18274880800879723,0.18274880800879723,0.002316982217551975,0.1077607159455331,0.6427929924594283,0.2494462915950386,0.0,0.8,2.0,0.0031046445301837096,0.010913795842043385,4.680003775221992,317.0
20260730,0,clustered_08,4,state_correlation_adaptive,6,4,0.005946035575013605,2000,96,0.153252957886525,0.153252957886525,0.04310946802328534,0.012056426399775964,0.717707158003671,0.2702364155965531,0.0,0.8,4.0,0.005946035575013605,0.005315672095126868,1.4040358344323909,238.0
20260730,0,clustered_08,4,state_correlation_adaptive,7,4,0.009170040432046712,2000,96,0.36339870234826077,0.36339870234826077,0.00501885971056786,0.007266209474609567,0.6484887496459432,0.34424504087944724,0.0,0.8,4.0,0.009170040432046712,0.007023893289635791,1.182346888844315,238.0
20260730,0,clustered_08,4,correlation_only_adaptive,0,4,0.009170040432046712,2000,96,0.49664167828973516,0.3,0.22053733147364235,0.0,0.8895936532322473,0.11040634676775275,0.0,0.8,4.0,0.009170040432046712,0.006334666727207665,1.146052328998394,238.0
